"","X","workerid","property","trial_type","rt","trial_num","response","sentence","targetMention","item","type","Property"
"757",530,25,"has a mane","free_production",3040,5,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"758",531,25,"is male","free_production",7294,6,"bull","bull is male",0,"bull is male",NA,"are male"
"759",532,25,"doesnt have beautiful feathers","free_production",24500,7,"fish","fish doesn't have beautiful feathers",0,"fish doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"760",533,25,"eats people","free_production",7918,8,"shark","shark eats people",0,"shark eats people",NA,"eat people"
"761",534,25,"carries malaria","free_production",4630,9,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"762",534,25,"carries malaria","free_production",4630,9,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"763",535,25,"lays eggs","free_production",5223,10,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"764",535,25,"lays eggs","free_production",5223,10,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"765",535,25,"lays eggs","free_production",5223,10,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"766",536,25,"has wings","free_production",6495,11,"dragonfly","dragonfly has wings",0,"dragonfly has wings",NA,"have wings"
"767",536,25,"has wings","free_production",6495,11,"dragonfly","dragonfly has wings",0,"dragonfly has wings",NA,"have wings"
"768",537,25,"doesnt attack swimmers","free_production",4159,12,"dolphin","dolphin doesn't attack swimmers",0,"dolphin doesn't attack swimmers",NA,"dont attack swimmers"
"769",538,25,"is white","free_production",6407,13,"dove","dove is white",0,"dove is white",NA,"are white"
"770",538,25,"is white","free_production",6407,13,"dove","dove is white",0,"dove is white",NA,"are white"
"771",539,25,"is juvenile","free_production",5847,14,"puppy","puppy is juvenile",0,"puppy is juvenile",NA,"are juvenile"
"772",540,25,"is red","free_production",6469,15,"ladybug","ladybug is red",0,"ladybug is red",NA,"are red"
"773",541,25,"has beautiful feathers","free_production",80049,16,"lovebird","lovebird has beautiful feathers",0,"lovebird has beautiful feathers",NA,"have beautiful feathers"
"774",542,25,"attacks swimmers","free_production",18230,17,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"775",542,25,"attacks swimmers","free_production",18230,17,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"776",543,25,"doesnt carry Lyme disease","free_production",12486,18,"ant","ant doesn't carry Lyme disease",0,"ant doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"777",544,25,"has spots","free_production",10742,19,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"778",544,25,"has spots","free_production",10742,19,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"779",545,25,"doesnt carry malaria","free_production",19855,20,"cat","cat doesn't carry malaria",0,"cat doesn't carry malaria",NA,"dont carry malaria"
"780",546,25,"doesnt eat people","free_production",4542,21,"bird","bird doesn't eat people",0,"bird doesn't eat people",NA,"dont eat people"
"781",547,26,"doesnt carry malaria","free_production",15619,1,"fly","fly doesn't carry malaria",0,"fly doesn't carry malaria",NA,"dont carry malaria"
"782",548,26,"attacks swimmers","free_production",18644,2,"pirahna","pirahna attacks swimmers",0,"pirahna attacks swimmers",NA,"attack swimmers"
"783",548,26,"attacks swimmers","free_production",18644,2,"pirahna","pirahna attacks swimmers",0,"pirahna attacks swimmers",NA,"attack swimmers"
"784",549,26,"has spots","free_production",9537,3,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"785",549,26,"has spots","free_production",9537,3,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"786",550,26,"is female","free_production",10022,4,"lion","lion is female",0,"lion is female",NA,"are female"
"787",551,26,"has beautiful feathers","free_production",18693,5,"hummingbird","hummingbird has beautiful feathers",0,"hummingbird has beautiful feathers",NA,"have beautiful feathers"
"788",552,26,"lays eggs","free_production",7639,6,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"789",552,26,"lays eggs","free_production",7639,6,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"790",552,26,"lays eggs","free_production",7639,6,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"791",553,26,"doesnt attack swimmers","free_production",13189,7,"dolphin","dolphin doesn't attack swimmers",0,"dolphin doesn't attack swimmers",NA,"dont attack swimmers"
"792",554,26,"is juvenile","free_production",11604,8,"bear","bear is juvenile",0,"bear is juvenile",NA,"are juvenile"
"793",555,26,"has wings","free_production",7380,9,"bee","bee has wings",0,"bee has wings",NA,"have wings"
"794",555,26,"has wings","free_production",7380,9,"bee","bee has wings",0,"bee has wings",NA,"have wings"
"795",556,26,"is full-grown","free_production",8569,10,"horse","horse is full-grown",0,"horse is full-grown",NA,"are full-grown"
"796",557,26,"carries Lyme disease","free_production",6102,11,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"797",558,26,"is white","free_production",8774,12,"dove","dove is white",0,"dove is white",NA,"are white"
"798",558,26,"is white","free_production",8774,12,"dove","dove is white",0,"dove is white",NA,"are white"
"799",559,26,"is red","free_production",14500,13,"ladybug","ladybug is red",0,"ladybug is red",NA,"are red"
"800",560,26,"is male","free_production",16334,14,"cat","cat is male",0,"cat is male",NA,"are male"
"801",561,26,"doesnt carry Lyme disease","free_production",23006,15,"snail","snail doesn't carry Lyme disease",0,"snail doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"802",562,26,"carries malaria","free_production",8549,16,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"803",562,26,"carries malaria","free_production",8549,16,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"804",563,26,"doesnt eat people","free_production",22383,17,"koala","koala doesn't eat people",0,"koala doesn't eat people",NA,"dont eat people"
"805",564,26,"eats people","free_production",15328,18,"polarbear","polarbear eats people",0,"polarbear eats people",NA,"eat people"
"806",565,26,"doesnt have beautiful feathers","free_production",29485,19,"ostrich","ostrich doesn't have beautiful feathers",0,"ostrich doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"807",566,26,"has a mane","free_production",34246,20,"pony","pony has a mane",0,"pony has a mane",NA,"have manes"
"808",566,26,"has a mane","free_production",34246,20,"pony","pony has a mane",0,"pony has a mane",NA,"have manes"
"809",567,26,"has a pouch","free_production",6027,21,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"810",567,26,"has a pouch","free_production",6027,21,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"811",568,27,"has wings","free_production",4836,1,"butterfly","butterfly has wings",0,"butterfly has wings",NA,"have wings"
"812",568,27,"has wings","free_production",4836,1,"butterfly","butterfly has wings",0,"butterfly has wings",NA,"have wings"
"813",569,27,"doesnt eat people","free_production",4895,2,"cow","cow doesn't eat people",0,"cow doesn't eat people",NA,"dont eat people"
"814",570,27,"doesnt have beautiful feathers","free_production",8543,3,"lizard","lizard doesn't have beautiful feathers",0,"lizard doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"815",571,27,"has a mane","free_production",4030,4,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"816",571,27,"has a mane","free_production",4030,4,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"817",572,27,"doesnt carry Lyme disease","free_production",6712,5,"giraffe","giraffe doesn't carry Lyme disease",0,"giraffe doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"818",573,27,"carries Lyme disease","free_production",3705,6,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"819",574,27,"eats people","free_production",4719,7,"alligator","alligator eats people",0,"alligator eats people",NA,"eat people"
"820",575,27,"carries malaria","free_production",5704,8,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"821",575,27,"carries malaria","free_production",5704,8,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"822",576,27,"doesnt carry malaria","free_production",7463,9,"bat","bat doesn't carry malaria",0,"bat doesn't carry malaria",NA,"dont carry malaria"
"823",577,27,"has spots","free_production",3624,10,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"824",577,27,"has spots","free_production",3624,10,"leopard","leopard has spots",1,"leopard has spots",NA,"have spots"
"825",578,27,"has a pouch","free_production",4895,11,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"826",578,27,"has a pouch","free_production",4895,11,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"827",579,27,"is red","free_production",3896,12,"ladybug","ladybug is red",0,"ladybug is red",NA,"are red"
"828",580,27,"is full-grown","free_production",6415,13,"jaguar","jaguar is full-grown",0,"jaguar is full-grown",NA,"are full-grown"
"829",581,27,"is female","free_production",2975,14,"cat","cat is female",0,"cat is female",NA,"are female"
"830",582,27,"is male","free_production",3176,15,"dog","dog is male",0,"dog is male",NA,"are male"
"831",583,27,"has beautiful feathers","free_production",4624,16,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"832",584,27,"is juvenile","free_production",7128,17,"lamb","lamb is juvenile",0,"lamb is juvenile",NA,"are juvenile"
"833",585,27,"doesnt attack swimmers","free_production",5776,18,"manatee","manatee doesn't attack swimmers",0,"manatee doesn't attack swimmers",NA,"dont attack swimmers"
"834",586,27,"lays eggs","free_production",3376,19,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"835",586,27,"lays eggs","free_production",3376,19,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"836",586,27,"lays eggs","free_production",3376,19,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"837",587,27,"is white","free_production",5329,20,"owl","owl is white",0,"owl is white",NA,"are white"
"838",587,27,"is white","free_production",5329,20,"owl","owl is white",0,"owl is white",NA,"are white"
"839",588,27,"attacks swimmers","free_production",3822,21,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"840",588,27,"attacks swimmers","free_production",3822,21,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"841",589,28,"is white","free_production",8925,1,"polarbear","polarbear is white",0,"polarbear is white",NA,"are white"
"842",589,28,"is white","free_production",8925,1,"polarbear","polarbear is white",0,"polarbear is white",NA,"are white"
"843",590,28,"is juvenile","free_production",4703,2,"kitten","kitten is juvenile",0,"kitten is juvenile",NA,"are juvenile"
"844",591,28,"doesnt have beautiful feathers","free_production",7681,3,"chicken","chicken doesn't have beautiful feathers",0,"chicken doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"845",592,28,"has wings","free_production",8131,4,"pigeon","pigeon has wings",0,"pigeon has wings",NA,"have wings"
"846",592,28,"has wings","free_production",8131,4,"pigeon","pigeon has wings",0,"pigeon has wings",NA,"have wings"
"847",593,28,"carries Lyme disease","free_production",4963,5,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"848",594,28,"lays eggs","free_production",6532,6,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"849",594,28,"lays eggs","free_production",6532,6,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"850",594,28,"lays eggs","free_production",6532,6,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"851",595,28,"has a mane","free_production",4900,7,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"852",595,28,"has a mane","free_production",4900,7,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"853",596,28,"attacks swimmers","free_production",6178,8,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"854",596,28,"attacks swimmers","free_production",6178,8,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"855",597,28,"carries malaria","free_production",11873,9,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"856",597,28,"carries malaria","free_production",11873,9,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"857",598,28,"is red","free_production",5522,10,"ladybug","ladybug is red",0,"ladybug is red",NA,"are red"
"858",599,28,"has beautiful feathers","free_production",4727,11,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"859",600,28,"is female","free_production",8782,12,"calicocat","calicocat is female",0,"calicocat is female",NA,"are female"
"860",601,28,"has spots","free_production",6611,13,"dog","dog has spots",0,"dog has spots",NA,"have spots"
"861",601,28,"has spots","free_production",6611,13,"dog","dog has spots",0,"dog has spots",NA,"have spots"
"862",602,28,"is full-grown","free_production",3782,14,"bear","bear is full-grown",0,"bear is full-grown",NA,"are full-grown"
"863",603,28,"doesnt eat people","free_production",5570,15,"rabbit","rabbit doesn't eat people",0,"rabbit doesn't eat people",NA,"dont eat people"
"864",604,28,"doesnt carry Lyme disease","free_production",8178,16,"iguana","iguana doesn't carry Lyme disease",0,"iguana doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"865",605,28,"doesnt carry malaria","free_production",8597,17,"wolf","wolf doesn't carry malaria",0,"wolf doesn't carry malaria",NA,"dont carry malaria"
"866",606,28,"has a pouch","free_production",4531,18,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"867",606,28,"has a pouch","free_production",4531,18,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"868",607,28,"is male","free_production",5271,19,"seahorse","seahorse is male",0,"seahorse is male",NA,"are male"
"869",608,28,"eats people","free_production",8706,20,"shark","shark eats people",0,"shark eats people",NA,"eat people"
"870",609,28,"doesnt attack swimmers","free_production",5287,21,"fish","fish doesn't attack swimmers",0,"fish doesn't attack swimmers",NA,"dont attack swimmers"
"871",610,29,"has a pouch","free_production",7779,1,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"872",610,29,"has a pouch","free_production",7779,1,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"873",611,29,"is juvenile","free_production",5954,2,"puppy","puppy is juvenile",0,"puppy is juvenile",NA,"are juvenile"
"874",612,29,"doesnt have beautiful feathers","free_production",6236,3,"cat","cat doesn't have beautiful feathers",0,"cat doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"875",613,29,"has beautiful feathers","free_production",5160,4,"parrot","parrot has beautiful feathers",0,"parrot has beautiful feathers",NA,"have beautiful feathers"
"876",614,29,"doesnt carry malaria","free_production",6830,5,"dog","dog doesn't carry malaria",0,"dog doesn't carry malaria",NA,"dont carry malaria"
"877",615,29,"has wings","free_production",8821,6,"mosquito","mosquito has wings",0,"mosquito has wings",NA,"have wings"
"878",615,29,"has wings","free_production",8821,6,"mosquito","mosquito has wings",0,"mosquito has wings",NA,"have wings"
"879",616,29,"has spots","free_production",4255,7,"cow","cow has spots",0,"cow has spots",NA,"have spots"
"880",616,29,"has spots","free_production",4255,7,"cow","cow has spots",0,"cow has spots",NA,"have spots"
"881",617,29,"is female","free_production",7487,8,"dog","dog is female",0,"dog is female",NA,"are female"
"882",618,29,"is full-grown","free_production",7459,9,"fish","fish is full-grown",0,"fish is full-grown",NA,"are full-grown"
"883",619,29,"has a mane","free_production",4541,10,"horse","horse has a mane",0,"horse has a mane",NA,"have manes"
"884",619,29,"has a mane","free_production",4541,10,"horse","horse has a mane",0,"horse has a mane",NA,"have manes"
"885",620,29,"eats people","free_production",5230,11,"polarbear","polarbear eats people",0,"polarbear eats people",NA,"eat people"
"886",621,29,"is male","free_production",6671,12,"cat","cat is male",0,"cat is male",NA,"are male"
"887",622,29,"doesnt attack swimmers","free_production",7216,13,"dolphin","dolphin doesn't attack swimmers",0,"dolphin doesn't attack swimmers",NA,"dont attack swimmers"
"888",623,29,"lays eggs","free_production",4333,14,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"889",623,29,"lays eggs","free_production",4333,14,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"890",623,29,"lays eggs","free_production",4333,14,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"891",624,29,"is red","free_production",7062,15,"robin","robin is red",0,"robin is red",NA,"are red"
"892",625,29,"carries malaria","free_production",6500,16,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"893",625,29,"carries malaria","free_production",6500,16,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"894",626,29,"is white","free_production",6325,17,"dove","dove is white",0,"dove is white",NA,"are white"
"895",626,29,"is white","free_production",6325,17,"dove","dove is white",0,"dove is white",NA,"are white"
"896",627,29,"carries Lyme disease","free_production",4124,18,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"897",628,29,"attacks swimmers","free_production",3880,19,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"898",628,29,"attacks swimmers","free_production",3880,19,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"899",629,29,"doesnt eat people","free_production",7048,20,"grasshopper","grasshopper doesn't eat people",0,"grasshopper doesn't eat people",NA,"dont eat people"
"900",630,29,"doesnt carry Lyme disease","free_production",6693,21,"flamingo","flamingo doesn't carry Lyme disease",0,"flamingo doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"901",631,30,"carries Lyme disease","free_production",7557,1,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"902",632,30,"is red","free_production",5833,2,"ant","ant is red",0,"ant is red",NA,"are red"
"903",633,30,"has a pouch","free_production",10057,3,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"904",633,30,"has a pouch","free_production",10057,3,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"905",634,30,"eats people","free_production",27120,4,"shark","shark eats people",0,"shark eats people",NA,"eat people"
"906",635,30,"attacks swimmers","free_production",22655,5,"alligator","alligator attacks swimmers",0,"alligator attacks swimmers",NA,"attack swimmers"
"907",635,30,"attacks swimmers","free_production",22655,5,"alligator","alligator attacks swimmers",0,"alligator attacks swimmers",NA,"attack swimmers"
"908",636,30,"doesnt have beautiful feathers","free_production",24347,6,"cat","cat doesn't have beautiful feathers",0,"cat doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"909",637,30,"has beautiful feathers","free_production",8949,7,"raven","raven has beautiful feathers",0,"raven has beautiful feathers",NA,"have beautiful feathers"
"910",638,30,"carries malaria","free_production",7082,8,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"911",638,30,"carries malaria","free_production",7082,8,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"912",639,30,"doesnt carry Lyme disease","free_production",20350,9,"honeybee","honeybee doesn't carry Lyme disease",0,"honeybee doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"913",640,30,"doesnt carry malaria","free_production",5842,10,"butterfly","butterfly doesn't carry malaria",0,"butterfly doesn't carry malaria",NA,"dont carry malaria"
"914",641,30,"is white","free_production",10996,11,"dove","dove is white",0,"dove is white",NA,"are white"
"915",641,30,"is white","free_production",10996,11,"dove","dove is white",0,"dove is white",NA,"are white"
"916",642,30,"doesnt attack swimmers","free_production",7222,12,"chicken","chicken doesn't attack swimmers",0,"chicken doesn't attack swimmers",NA,"dont attack swimmers"
"917",643,30,"has spots","free_production",6687,13,"pig","pig has spots",0,"pig has spots",NA,"have spots"
"918",643,30,"has spots","free_production",6687,13,"pig","pig has spots",0,"pig has spots",NA,"have spots"
"919",644,30,"has a mane","free_production",5707,14,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"920",644,30,"has a mane","free_production",5707,14,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"921",645,30,"lays eggs","free_production",7095,15,"spider","spider lays eggs",0,"spider lays eggs",NA,"lay eggs"
"922",645,30,"lays eggs","free_production",7095,15,"spider","spider lays eggs",0,"spider lays eggs",NA,"lay eggs"
"923",645,30,"lays eggs","free_production",7095,15,"spider","spider lays eggs",0,"spider lays eggs",NA,"lay eggs"
"924",646,30,"is full-grown","free_production",15782,16,"bear","bear is full-grown",0,"bear is full-grown",NA,"are full-grown"
"925",647,30,"has wings","free_production",6220,17,"crow","crow has wings",0,"crow has wings",NA,"have wings"
"926",647,30,"has wings","free_production",6220,17,"crow","crow has wings",0,"crow has wings",NA,"have wings"
"927",648,30,"is juvenile","free_production",5018,18,"kid","kid is juvenile",0,"kid is juvenile",NA,"are juvenile"
"928",649,30,"is male","free_production",13903,19,"deer","deer is male",0,"deer is male",NA,"are male"
"929",650,30,"doesnt eat people","free_production",29330,20,"chicken","chicken doesn't eat people",0,"chicken doesn't eat people",NA,"dont eat people"
"930",651,30,"is female","free_production",7887,21,"widow","widow is female",0,"widow is female",NA,"are female"
"931",652,31,"has spots","free_production",9959,1,"ladybug","ladybug has spots",0,"ladybug has spots",NA,"have spots"
"932",652,31,"has spots","free_production",9959,1,"ladybug","ladybug has spots",0,"ladybug has spots",NA,"have spots"
"933",653,31,"is white","free_production",7191,2,"polarbear","polarbear is white",0,"polarbear is white",NA,"are white"
"934",653,31,"is white","free_production",7191,2,"polarbear","polarbear is white",0,"polarbear is white",NA,"are white"
"935",654,31,"doesnt attack swimmers","free_production",10208,3,"dolphin","dolphin doesn't attack swimmers",0,"dolphin doesn't attack swimmers",NA,"dont attack swimmers"
"936",655,31,"attacks swimmers","free_production",6407,4,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"937",655,31,"attacks swimmers","free_production",6407,4,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"938",656,31,"is juvenile","free_production",10094,5,"cub","cub is juvenile",0,"cub is juvenile",NA,"are juvenile"
"939",657,31,"doesnt carry malaria","free_production",29528,6,"cockroach","cockroach doesn't carry malaria",0,"cockroach doesn't carry malaria",NA,"dont carry malaria"
"940",658,31,"lays eggs","free_production",9720,7,"eagle","eagle lays eggs",0,"eagle lays eggs",NA,"lay eggs"
"941",658,31,"lays eggs","free_production",9720,7,"eagle","eagle lays eggs",0,"eagle lays eggs",NA,"lay eggs"
"942",658,31,"lays eggs","free_production",9720,7,"eagle","eagle lays eggs",0,"eagle lays eggs",NA,"lay eggs"
"943",659,31,"eats people","free_production",15672,8,"crocodile","crocodile eats people",0,"crocodile eats people",NA,"eat people"
"944",660,31,"is male","free_production",7938,9,"stallion","stallion is male",0,"stallion is male",NA,"are male"
"945",661,31,"has a pouch","free_production",7630,10,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"946",661,31,"has a pouch","free_production",7630,10,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"947",662,31,"has beautiful feathers","free_production",6567,11,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"948",663,31,"doesnt have beautiful feathers","free_production",17616,12,"ostrich","ostrich doesn't have beautiful feathers",0,"ostrich doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"949",664,31,"is red","free_production",14943,13,"fireant","fireant is red",0,"fireant is red",NA,"are red"
"950",665,31,"is full-grown","free_production",11007,14,"mare","mare is full-grown",0,"mare is full-grown",NA,"are full-grown"
"951",666,31,"carries malaria","free_production",7599,15,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"952",666,31,"carries malaria","free_production",7599,15,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"953",667,31,"has a mane","free_production",5984,16,"horse","horse has a mane",0,"horse has a mane",NA,"have manes"
"954",667,31,"has a mane","free_production",5984,16,"horse","horse has a mane",0,"horse has a mane",NA,"have manes"
"955",668,31,"doesnt eat people","free_production",81846,17,"aardvark","aardvark doesn't eat people",0,"aardvark doesn't eat people",NA,"dont eat people"
"956",669,31,"has wings","free_production",7023,18,"dragonfly","dragonfly has wings",0,"dragonfly has wings",NA,"have wings"
"957",669,31,"has wings","free_production",7023,18,"dragonfly","dragonfly has wings",0,"dragonfly has wings",NA,"have wings"
"958",670,31,"carries Lyme disease","free_production",4016,19,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"959",671,31,"is female","free_production",11721,20,"cow","cow is female",0,"cow is female",NA,"are female"
"960",672,31,"doesnt carry Lyme disease","free_production",9798,21,"ant","ant doesn't carry Lyme disease",0,"ant doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"961",673,32,"eats people","free_production",9439,1,"bear","bear eats people",0,"bear eats people",NA,"eat people"
"962",674,32,"is female","free_production",4877,2,"deer","deer is female",0,"deer is female",NA,"are female"
"963",675,32,"lays eggs","free_production",4690,3,"duck","duck lays eggs",0,"duck lays eggs",NA,"lay eggs"
"964",675,32,"lays eggs","free_production",4690,3,"duck","duck lays eggs",0,"duck lays eggs",NA,"lay eggs"
"965",675,32,"lays eggs","free_production",4690,3,"duck","duck lays eggs",0,"duck lays eggs",NA,"lay eggs"
"966",676,32,"has spots","free_production",5971,4,"giraffe","giraffe has spots",0,"giraffe has spots",NA,"have spots"
"967",676,32,"has spots","free_production",5971,4,"giraffe","giraffe has spots",0,"giraffe has spots",NA,"have spots"
"968",677,32,"attacks swimmers","free_production",4763,5,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"969",677,32,"attacks swimmers","free_production",4763,5,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"970",678,32,"is male","free_production",5385,6,"lion","lion is male",1,"lion is male","undiagnostic","are male"
"971",679,32,"has beautiful feathers","free_production",7080,7,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"972",680,32,"doesnt have beautiful feathers","free_production",6635,8,"pigeon","pigeon doesn't have beautiful feathers",0,"pigeon doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"973",681,32,"is white","free_production",4011,9,"swan","swan is white",1,"swan is white",NA,"are white"
"974",681,32,"is white","free_production",4011,9,"swan","swan is white",1,"swan is white",NA,"are white"
"975",682,32,"is juvenile","free_production",4629,10,"hyena","hyena is juvenile",0,"hyena is juvenile",NA,"are juvenile"
"976",683,32,"doesnt attack swimmers","free_production",9224,11,"whale","whale doesn't attack swimmers",0,"whale doesn't attack swimmers",NA,"dont attack swimmers"
"977",684,32,"has a pouch","free_production",13399,12,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"978",684,32,"has a pouch","free_production",13399,12,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"979",685,32,"doesnt carry malaria","free_production",7119,13,"dog","dog doesn't carry malaria",0,"dog doesn't carry malaria",NA,"dont carry malaria"
"980",686,32,"is red","free_production",3859,14,"fox","fox is red",0,"fox is red",NA,"are red"
"981",687,32,"has a mane","free_production",4488,15,"horse","horse has a mane",0,"horse has a mane",NA,"have manes"
"982",687,32,"has a mane","free_production",4488,15,"horse","horse has a mane",0,"horse has a mane",NA,"have manes"
"983",688,32,"doesnt carry Lyme disease","free_production",5534,16,"goose","goose doesn't carry Lyme disease",0,"goose doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"984",689,32,"is full-grown","free_production",11055,17,"aardvark","aardvark is full-grown",0,"aardvark is full-grown",NA,"are full-grown"
"985",690,32,"doesnt eat people","free_production",4947,18,"mouse","mouse doesn't eat people",0,"mouse doesn't eat people",NA,"dont eat people"
